asset_id,name,kind,latitude,longitude,nearest_km,detections_5km,high_conf_5km,total_frp_5km,max_frp_5km,detections_10km,high_conf_10km,total_frp_10km,max_frp_10km,detections_25km,high_conf_25km,total_frp_25km,max_frp_25km,days_exposed_10km,max_consecutive_days_10km,last_exposure_10km,risk_score,risk_level
4,Almería Airport,airport,36.843899,-2.3701,6.67,0,0,0.0,0.0,3,0,10.0,4.8,15,0,71.4,14.2,3,1,2022-06-24,0.608,medium
26,Menorca Airport,airport,39.862598,4.21865,3.09,1,0,2.4,2.4,2,0,7.9,5.4,4,0,14.6,5.4,2,1,2022-12-28,0.606,medium
99,Estação de Assistência Naval do Porto de Lisboa,port,38.6762347,-9.2111718,5.06,0,0,0.0,0.0,4,0,27.1,12.0,49,9,900.4,67.5,2,1,2022-07-16,0.605,medium
55,Évora Airfield,airport,38.533501,-7.88964,2.76,2,0,4.9,3.4,3,0,6.8,3.4,10,0,19.5,4.0,2,1,2022-10-01,0.602,medium
88,Azenha do Mar,port,37.4643137,-8.7974017,3.35,1,0,3.3,3.3,2,0,6.8,3.4,21,4,317.1,48.5,2,1,2022-11-28,0.602,medium
119,Porto de Santa Luzia,port,37.1011852,-7.6573247,4.86,1,0,2.6,2.6,2,0,6.0,3.4,3,0,10.4,4.4,2,1,2022-11-07,0.597,medium
76,Puerto Pesquero de Almería,port,36.8356431,-2.4816416,3.55,1,0,1.0,1.0,2,0,5.2,4.1,12,0,68.3,16.4,2,1,2022-10-13,0.591,medium
21,San Javier Airport,airport,37.775002,-0.812389,6.02,0,0,0.0,0.0,3,0,6.0,2.5,8,0,24.9,9.5,3,1,2022-11-10,0.59,medium
42,Valladolid Airport,airport,41.7061,-4.85194,1.9,1,0,15.4,15.4,1,0,15.4,15.4,9,0,65.7,15.4,1,1,2022-09-21,0.587,medium
75,Puerto Pesquero de Lo Pagán,port,37.8158808,-0.7837339,4.06,1,0,2.5,2.5,2,0,4.0,2.5,8,0,17.6,4.2,2,1,2022-11-10,0.571,medium
2,Albacete Airport / Los Llanos Air Base,airport,38.948502,-1.86352,7.54,0,0,0.0,0.0,3,0,13.6,6.5,14,0,35.1,6.5,2,1,2022-05-16,0.564,medium
68,Aerodromo Goncalves Lobato (Viseu Airport),airport,40.725498,-7.88899,0.53,1,0,0.8,0.8,2,0,3.2,2.4,7,0,22.9,6.5,2,1,2022-07-22,0.56,medium
93,Terminal de Contentores de Portimão,port,37.126385,-8.5302177,3.59,1,0,1.5,1.5,2,0,2.4,1.5,15,0,69.1,10.2,2,1,2022-05-04,0.554,medium
60,Portimão Airport,airport,37.1493,-8.58396,2.73,1,0,1.5,1.5,2,0,2.4,1.5,12,0,55.5,10.2,2,1,2022-05-04,0.554,medium
61,Francisco de Sá Carneiro Airport,airport,41.2481002808,-8.68138980865,8.79,0,0,0.0,0.0,2,0,9.4,8.6,55,3,864.8,149.5,2,1,2022-05-27,0.553,medium
27,Region of Murcia International Airport,airport,37.802852,-1.124884,5.03,0,0,0.0,0.0,2,0,24.1,14.6,19,0,69.0,14.6,1,1,2022-10-02,0.553,medium
96,Port de Tortosa,port,40.8079495,0.5173633,7.56,0,0,0.0,0.0,2,0,6.3,4.5,9,0,28.5,5.9,2,2,2022-12-23,0.539,medium
31,Alcantarilla Air Base,airport,37.951099,-1.23032,7.9,0,0,0.0,0.0,2,0,14.7,7.3,52,0,185.9,14.6,1,1,2022-07-05,0.525,medium
124,Terminal Transmediterranea (Acciona) - Ferry de Barcelona,port,41.3681459,2.1771882,9.33,0,0,0.0,0.0,2,0,5.0,2.8,45,0,59.2,4.2,2,1,2022-08-14,0.522,medium
127,Terminal F3 Grimaldi,port,41.3636839,2.1756468,9.84,0,0,0.0,0.0,2,0,5.0,2.8,45,0,59.2,4.2,2,1,2022-08-14,0.522,medium
53,Aerodromo Municipal de Coimbra,airport,40.158758,-8.470815,7.29,0,0,0.0,0.0,1,0,13.8,13.8,24,3,338.8,61.6,1,1,2022-09-24,0.518,medium
1,Folgueroles Airfield,airport,41.9527,2.3072,4.67,1,0,3.5,3.5,1,0,3.5,3.5,4,0,8.8,3.5,1,1,2022-08-27,0.514,medium
74,Muelle de las Cabezuelas,port,36.5232831,-6.2573815,6.79,0,0,0.0,0.0,1,0,8.9,8.9,25,1,120.8,12.2,1,1,2022-07-17,0.504,medium
38,Pirineus - la Seu d'Urgel Airport,airport,42.3386,1.40917,5.0,0,0,0.0,0.0,1,0,1.4,1.4,1,0,1.4,1.4,1,1,2022-06-24,0.502,medium
49,Bragança Airport,airport,41.8578,-6.70713,8.73,0,0,0.0,0.0,1,0,8.7,8.7,226,30,7761.7,201.5,1,1,2022-01-27,0.502,medium
5,Asturias Airport,airport,43.563599,-6.03462,9.06,0,0,0.0,0.0,1,0,8.2,8.2,79,0,205.3,29.8,1,1,2022-11-03,0.5,medium
59,Ovar Air Base,airport,40.915901,-8.64592,4.95,1,0,0.7,0.7,1,0,0.7,0.7,84,2,396.0,38.9,1,1,2022-01-28,0.498,medium
36,San Sebastián Airport,airport,43.356499,-1.79061,6.19,0,0,0.0,0.0,2,0,5.1,2.8,23,1,136.7,24.9,1,1,2022-01-24,0.478,medium
77,Hondarribiako Kaiberria,port,43.3861834,-1.7906265,8.08,0,0,0.0,0.0,2,0,5.1,2.8,16,1,88.5,24.9,1,1,2022-01-24,0.478,medium
107,Cala d'Aiguafreda,port,41.9645213,3.2272444,8.41,0,0,0.0,0.0,1,0,2.6,2.6,18,2,615.7,163.1,1,1,2022-03-04,0.45,medium
37,Santiago-Rosalía de Castro Airport,airport,42.896301,-8.41514,7.18,0,0,0.0,0.0,1,0,2.6,2.6,11,0,36.1,9.5,1,1,2022-06-15,0.45,medium
11,Castellón-Costa Azahar Airport,airport,40.213889,0.073333,9.7,0,0,0.0,0.0,1,0,1.6,1.6,29,0,109.9,11.8,1,1,2022-02-07,0.444,medium
110,Astilleros Placeres,port,42.4050553,-8.6852615,6.44,0,0,0.0,0.0,1,0,0.8,0.8,14,2,52.4,19.8,1,1,2022-07-22,0.44,medium
65,Tancos Airbase,airport,39.475101,-8.36458,7.74,0,0,0.0,0.0,1,0,0.5,0.5,54,0,393.7,72.0,1,1,2022-05-28,0.436,medium
159,Peirao de Mugardos,port,43.4642481,-8.2569319,19.88,0,0,0.0,0.0,0,0,0.0,0.0,6,0,4.5,0.9,0,0,,0.208,low
169,Parque de Espera de Contentores,port,41.1894091,-8.6838125,10.82,0,0,0.0,0.0,0,0,0.0,0.0,67,3,965.9,149.5,0,0,,0.208,low
52,Aerodromo de Castelo Branco,airport,39.844528,-7.439875,18.05,0,0,0.0,0.0,0,0,0.0,0.0,18,0,82.1,9.9,0,0,,0.208,low
63,Aeródromo Municipal de Ponte de Sor,airport,39.211545,-8.057787,12.34,0,0,0.0,0.0,0,0,0.0,0.0,2,0,22.0,15.8,0,0,,0.208,low
163,Terminal Ro-Ro,port,41.1781957,-8.6995399,12.61,0,0,0.0,0.0,0,0,0.0,0.0,61,3,919.7,149.5,0,0,,0.208,low
164,Depósitos Liquidos,port,41.1802131,-8.6963301,12.26,0,0,0.0,0.0,0,0,0.0,0.0,62,3,920.9,149.5,0,0,,0.208,low
157,Porto da Figueira da Foz - Terminal Multiusos,port,40.1471883,-8.8459078,13.41,0,0,0.0,0.0,0,0,0.0,0.0,6,0,17.6,4.1,0,0,,0.208,low
165,Terminal Cimenteiro,port,41.1848614,-8.6979563,12.08,0,0,0.0,0.0,0,0,0.0,0.0,58,3,882.1,149.5,0,0,,0.208,low
166,Terminal Multiusos,port,41.1802406,-8.6980296,12.38,0,0,0.0,0.0,0,0,0.0,0.0,61,3,918.6,149.5,0,0,,0.208,low
156,Porto da Figueira da Foz - Zona Industrial,port,40.1403467,-8.8486867,14.17,0,0,0.0,0.0,0,0,0.0,0.0,6,0,17.6,4.1,0,0,,0.208,low
167,Terminal Sul TCGL,port,41.1817015,-8.6955729,12.11,0,0,0.0,0.0,0,0,0.0,0.0,62,3,920.9,149.5,0,0,,0.208,low
168,Terminal Polivalente - Granéis Sólidos,port,41.1894392,-8.6891544,11.19,0,0,0.0,0.0,0,0,0.0,0.0,64,3,932.8,149.5,0,0,,0.208,low
